id,gender,masterCategory,subCategory,articleType,baseColour,season,production_year,usage,productDisplayName,Size,Made In,Quantity,Image2,Image,price,rating,Material,productDisplayNameOrg,baseColourOrg
51502,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Women Greenish Blue Jeans,S,UK,78,C:\ITE\Higher Nitec\Capstone\Image data\images\51502.jpg,51502.jpg,229,4,Cotton,Denizen Women Greenish Blue Jeans,Blue
35047,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Silk Black Kurta,M,China,73,C:\ITE\Higher Nitec\Capstone\Image data\images\35047.jpg,35047.jpg,145,1,Linen,Fabindia Women Silk Black Kurta,Black
7692,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Urban Yoga Women's Ganesha Red T-shirt,XXL,Vietnam,26,C:\ITE\Higher Nitec\Capstone\Image data\images\7692.jpg,7692.jpg,274,4,Poly-Cotton,Urban Yoga Women's Ganesha Red T-shirt,Red
52387,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015,Casual,Red Rose Women Lavender  Nightdress,M,China,73,C:\ITE\Higher Nitec\Capstone\Image data\images\52387.jpg,52387.jpg,58,1,Wool,Red Rose Women Lavender  Nightdress,Lavender
37710,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,John Players Men Printed Blue T-shirt,M,USA,69,C:\ITE\Higher Nitec\Capstone\Image data\images\37710.jpg,37710.jpg,32,5,Cotton,John Players Men Printed Blue T-shirt,Blue
41790,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Remanika Women Magenta Top,S,UK,98,C:\ITE\Higher Nitec\Capstone\Image data\images\41790.jpg,41790.jpg,237,4,Cotton,Remanika Women Magenta Top,Magenta
32262,Women,Apparel,Topwear,Tunics,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Tunic,M,China,45,C:\ITE\Higher Nitec\Capstone\Image data\images\32262.jpg,32262.jpg,174,2,Linen,Fabindia Women Printed Green Tunic,Green
40642,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Span Women Pink Kurta,XL,UK,33,C:\ITE\Higher Nitec\Capstone\Image data\images\40642.jpg,40642.jpg,233,5,Linen,Span Women Pink Kurta,Pink
24307,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Grey Printed Sweatshirt,S,Vietnam,24,C:\ITE\Higher Nitec\Capstone\Image data\images\24307.jpg,24307.jpg,247,5,Poly-Cotton,ADIDAS Men Grey Printed Sweatshirt,Grey
15672,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Highlander Men High Original Blue Jeans - 2,S,UK,29,C:\ITE\Higher Nitec\Capstone\Image data\images\15672.jpg,15672.jpg,128,3,Poly-Cotton,Highlander Men High Original Blue Jeans,Blue
45102,Women,Apparel,Innerwear,Shapewear,Black,Winter,2015,Casual,Bwitch Women Black Xtra Slim Shapewear,S,Vietnam,56,C:\ITE\Higher Nitec\Capstone\Image data\images\45102.jpg,45102.jpg,258,2,Wool,Bwitch Women Black Xtra Slim Shapewear,Black
4225,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Probase Men's Tribe Gone Wild Purple T-shirt,XXL,UK,44,C:\ITE\Higher Nitec\Capstone\Image data\images\4225.jpg,4225.jpg,199,2,Cotton,Probase Men's Tribe Gone Wild Purple T-shirt,Purple
37522,Boys,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Infant Boys White Shorts,XXL,Singapore,3,C:\ITE\Higher Nitec\Capstone\Image data\images\37522.jpg,37522.jpg,280,1,Cotton,Madagascar3 Infant Boys White Shorts,White
24909,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,United Colors of Benetton Kids Boys Red Printed T-shirt - 2,XXL,China,82,C:\ITE\Higher Nitec\Capstone\Image data\images\24909.jpg,24909.jpg,245,3,Cotton,United Colors of Benetton Kids Boys Red Printed T-shirt,Red
52989,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic,FNF Printed Green Sari,M,China,81,C:\ITE\Higher Nitec\Capstone\Image data\images\52989.jpg,52989.jpg,284,1,Linen,FNF Printed Green Sari,Green
24135,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,ADIDAS Men Black Jacket,XL,China,92,C:\ITE\Higher Nitec\Capstone\Image data\images\24135.jpg,24135.jpg,89,4,Poly-Cotton,ADIDAS Men Black Jacket,Black
1757,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Lotto Men Polo Slate Black Rugby T-shirt,XL,Singapore,59,C:\ITE\Higher Nitec\Capstone\Image data\images\1757.jpg,1757.jpg,67,1,Polyester,Lotto Men Polo Slate Black Rugby T-shirt,Black
33182,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Top - 4,M,USA,19,C:\ITE\Higher Nitec\Capstone\Image data\images\33182.jpg,33182.jpg,181,1,Cotton,Sepia Women Blue Top,Blue
17919,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Nike Women's Orange Polo T-shirt,XL,USA,12,C:\ITE\Higher Nitec\Capstone\Image data\images\17919.jpg,17919.jpg,210,1,Poly-Cotton,Nike Women's Orange Polo T-shirt,Orange
42327,Women,Apparel,Saree,Sarees,Blue,Summer,2012,Ethnic,Prafful Navy & Brown Georgette Printed Saree,XL,China,75,C:\ITE\Higher Nitec\Capstone\Image data\images\42327.jpg,42327.jpg,110,4,Linen,Prafful Navy & Brown Georgette Printed Saree,Navy Blue
23310,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,W Women Green Striped Kurta,XXL,Singapore,54,C:\ITE\Higher Nitec\Capstone\Image data\images\23310.jpg,23310.jpg,82,1,Linen,W Women Green Striped Kurta,Green
47655,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey Polka Dotted Dress,M,Singapore,15,C:\ITE\Higher Nitec\Capstone\Image data\images\47655.jpg,47655.jpg,54,1,Cotton,Femella Women Grey Polka Dotted Dress,Grey
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Challenger Logo Black T-shirt,XXL,USA,45,C:\ITE\Higher Nitec\Capstone\Image data\images\6572.jpg,6572.jpg,59,3,Nylon,Nike Men's Challenger Logo Black T-shirt,Black
54084,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Mumbai Slang Women Blue Top,XXL,China,10,C:\ITE\Higher Nitec\Capstone\Image data\images\54084.jpg,54084.jpg,286,1,Cotton,Mumbai Slang Women Blue Top,Blue
13743,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Belmonte Men Check Black Shirts,XL,China,63,C:\ITE\Higher Nitec\Capstone\Image data\images\13743.jpg,13743.jpg,224,1,Poly-Cotton,Belmonte Men Check Black Shirts,Black
43033,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Scullers Men Blue Striped Shirt,M,USA,57,C:\ITE\Higher Nitec\Capstone\Image data\images\43033.jpg,43033.jpg,206,3,Cotton,Scullers Men Blue Striped Shirt,Blue
2314,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Nike Mens JDI Black T-shirt,S,USA,26,C:\ITE\Higher Nitec\Capstone\Image data\images\2314.jpg,2314.jpg,102,2,Polyester,Nike Mens JDI Black T-shirt,Black
31413,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Spykar Men Grey Sporty Innerwear Vest,XL,USA,82,C:\ITE\Higher Nitec\Capstone\Image data\images\31413.jpg,31413.jpg,76,2,Cotton,Spykar Men Grey Sporty Innerwear Vest,Grey
34161,Girls,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Gini and Jony Girls Black Top - 4,M,Vietnam,41,C:\ITE\Higher Nitec\Capstone\Image data\images\34161.jpg,34161.jpg,179,4,Cotton,Gini and Jony Girls Black Top,Black
16231,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Men Ess Hooded Black Sweatshirt,XXL,Vietnam,35,C:\ITE\Higher Nitec\Capstone\Image data\images\16231.jpg,16231.jpg,108,5,Poly-Cotton,Puma Men Ess Hooded Black Sweatshirt,Black
7666,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Puma Men's Silly Point Blue T-shirt,L,Singapore,7,C:\ITE\Higher Nitec\Capstone\Image data\images\7666.jpg,7666.jpg,62,3,Polyester,Puma Men's Silly Point Blue T-shirt,Blue
52373,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017,Casual,Red Rose Women DArk Pink Nightdress ,XL,USA,96,C:\ITE\Higher Nitec\Capstone\Image data\images\52373.jpg,52373.jpg,226,1,Cotton,Red Rose Women Pink Nightdress,Pink
5131,Women,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Wrangler Women Check Multi Colour Shirt,XL,Vietnam,48,C:\ITE\Higher Nitec\Capstone\Image data\images\5131.jpg,5131.jpg,257,3,Cotton,Wrangler Women Check Multi Colour Shirt,Red
11014,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Polka Blue Shirts,L,USA,15,C:\ITE\Higher Nitec\Capstone\Image data\images\11014.jpg,11014.jpg,207,5,Poly-Cotton,Wrangler Women Polka Blue Shirts,Blue
41764,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Remanika Women Red Top - 2,S,Singapore,87,C:\ITE\Higher Nitec\Capstone\Image data\images\41764.jpg,41764.jpg,87,5,Cotton,Remanika Women Red Top,Red
1591,Men,Apparel,Bottomwear,Shorts,Red,Fall,2010,Sports,Kipsta Men Red Shorts,M,China,7,C:\ITE\Higher Nitec\Capstone\Image data\images\1591.jpg,1591.jpg,151,1,Polyester,Kipsta Men Red Shorts,Red
52141,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Femella Women Blue Polo T-Shirt,XXL,Singapore,78,C:\ITE\Higher Nitec\Capstone\Image data\images\52141.jpg,52141.jpg,144,4,Cotton,Femella Women Blue Polo T-Shirt,Blue
15686,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,Highlander Men Classic Chinos Khaki Trousers - 2,XL,Vietnam,69,C:\ITE\Higher Nitec\Capstone\Image data\images\15686.jpg,15686.jpg,66,2,Poly-Cotton,Highlander Men Classic Chinos Khaki Trousers,Khaki
14754,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Solid Blue Shirts,XL,Singapore,92,C:\ITE\Higher Nitec\Capstone\Image data\images\14754.jpg,14754.jpg,287,1,Linen,Arrow Men Solid Blue Shirts,Blue
57433,Women,Apparel,Topwear,Tshirts,Pink,Summer,2015,Casual,Angry Birds Women Pink T-shirt - 3,XXL,Singapore,88,C:\ITE\Higher Nitec\Capstone\Image data\images\57433.jpg,57433.jpg,126,4,Cotton,Angry Birds Women Pink T-shirt,Pink
2126,Men,Apparel,Topwear,Shirts,White,Spring,2011,Casual,Basics MenNavy Slim Fit Checked Shirt,L,Singapore,6,C:\ITE\Higher Nitec\Capstone\Image data\images\2126.jpg,2126.jpg,126,4,Poly-Cotton,Basics MenNavy Slim Fit Checked Shirt,White
18199,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011,Casual,Jealous 21 Women Stripes Purple Sweater,XL,Singapore,45,C:\ITE\Higher Nitec\Capstone\Image data\images\18199.jpg,18199.jpg,133,2,Poly-Cotton,Jealous 21 Women Stripes Purple Sweater,Purple
13571,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016,Casual,Hanes Men Racer Back Red Innerwear Vests,L,Singapore,75,C:\ITE\Higher Nitec\Capstone\Image data\images\13571.jpg,13571.jpg,66,5,Cotton,Hanes Men Racer Back Red Innerwear Vests,Red
50616,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Chromozome Men Grey Melange Brief,XL,Singapore,42,C:\ITE\Higher Nitec\Capstone\Image data\images\50616.jpg,50616.jpg,215,2,Cotton,Chromozome Men Grey Melange Brief,Grey Melange
6586,Men,Apparel,Topwear,Tshirts,Blue,Winter,2011,Casual,Inkfruit Men's Evening Music Royal Blue T-shirt,L,Vietnam,56,C:\ITE\Higher Nitec\Capstone\Image data\images\6586.jpg,6586.jpg,128,5,Wool,Inkfruit Men's Evening Music Royal Blue T-shirt,Blue
34353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue Diet Extreme T-shirt,XL,Vietnam,86,C:\ITE\Higher Nitec\Capstone\Image data\images\34353.jpg,34353.jpg,170,1,Cotton,Myntra Men Blue Diet Extreme T-shirt,Blue
7454,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Proline Men Navy Polo T-shirt - 4,XL,Vietnam,85,C:\ITE\Higher Nitec\Capstone\Image data\images\7454.jpg,7454.jpg,196,4,Cotton,Proline Men Navy Polo T-shirt,Navy Blue
16003,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,Turtle Solid Men Grey Sweaters,M,China,87,C:\ITE\Higher Nitec\Capstone\Image data\images\16003.jpg,16003.jpg,279,4,Poly-Cotton,Turtle Solid Men Grey Sweaters,Grey
5767,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Sleevless Black V Nech Top,S,UK,89,C:\ITE\Higher Nitec\Capstone\Image data\images\5767.jpg,5767.jpg,117,4,Cotton,Jealous 21 Women Sleevless Black V Nech Top,Black
20105,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Diva Women Printed Brown Kurta - 2,L,UK,15,C:\ITE\Higher Nitec\Capstone\Image data\images\20105.jpg,20105.jpg,150,4,Linen,Diva Women Printed Brown Kurta,Brown
52525,Women,Apparel,Bottomwear,Jeggings,Red,Summer,2012,Casual,Pepe Jeans Women Dark Red Jeggings,L,USA,69,C:\ITE\Higher Nitec\Capstone\Image data\images\52525.jpg,52525.jpg,189,4,Cotton,Pepe Jeans Women Dark Red Jeggings,Red
57057,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,Elle Women Red A-Line Dress,M,Singapore,4,C:\ITE\Higher Nitec\Capstone\Image data\images\57057.jpg,57057.jpg,246,1,Cotton,Elle Women Red A-Line Dress,Red
10790,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Men Manitoba Piping Blue Shirts,M,China,16,C:\ITE\Higher Nitec\Capstone\Image data\images\10790.jpg,10790.jpg,262,4,Poly-Cotton,Wrangler Men Manitoba Piping Blue Shirts,Blue
31245,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White Polo T-shirt,M,Singapore,36,C:\ITE\Higher Nitec\Capstone\Image data\images\31245.jpg,31245.jpg,118,4,Cotton,Puma Men White Polo T-shirt,White
43665,Women,Apparel,Topwear,Tunics,Purple,Summer,2012,Casual,ONLY Women Purple Tunic,XL,Vietnam,91,C:\ITE\Higher Nitec\Capstone\Image data\images\43665.jpg,43665.jpg,247,1,Cotton,ONLY Women Purple Tunic,Purple
7030,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,s.Oliver Men's Denim Dstrct Grey T-shirt,M,China,95,C:\ITE\Higher Nitec\Capstone\Image data\images\7030.jpg,7030.jpg,87,1,Cotton,s.Oliver Men's Denim Dstrct Grey T-shirt,Grey
8844,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011,Casual,Scullers Men Scul Brown Trousers - 2,L,China,52,C:\ITE\Higher Nitec\Capstone\Image data\images\8844.jpg,8844.jpg,60,2,Cotton,Scullers Men Scul Brown Trousers,Brown
9996,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Palm Tree Girls Sp Jelly Top Blue Tops,XL,UK,88,C:\ITE\Higher Nitec\Capstone\Image data\images\9996.jpg,9996.jpg,275,4,Cotton,Palm Tree Girls Sp Jelly Top Blue Tops,Blue
13929,Men,Apparel,Topwear,Shirts,Beige,Summer,2011,Casual,United Colors of Benetton Men Solid Beige Shirts,M,Vietnam,96,C:\ITE\Higher Nitec\Capstone\Image data\images\13929.jpg,13929.jpg,200,1,Cotton,United Colors of Benetton Men Solid Beige Shirts,Beige
42585,Men,Apparel,Topwear,Tshirts,Black,Fall,2012,Casual,United Colors of Benetton Mens Black Polo T-shirt,S,Vietnam,36,C:\ITE\Higher Nitec\Capstone\Image data\images\42585.jpg,42585.jpg,142,1,Poly-Cotton,United Colors of Benetton Mens Black Polo T-shirt,Black
13327,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Gini and Jony Kids Boys Printed Green Tshirts,S,Singapore,69,C:\ITE\Higher Nitec\Capstone\Image data\images\13327.jpg,13327.jpg,251,4,Poly-Cotton,Gini and Jony Kids Boys Printed Green Tshirts,Green
28966,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Biba Women Blue Printed Salwar Suit with Dupatta,M,Vietnam,55,C:\ITE\Higher Nitec\Capstone\Image data\images\28966.jpg,28966.jpg,242,3,Linen,Biba Women Blue Printed Salwar Suit with Dupatta,Blue
43457,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Global Desi Women Blue Tunic,M,UK,87,C:\ITE\Higher Nitec\Capstone\Image data\images\43457.jpg,43457.jpg,82,1,Linen,Global Desi Women Blue Tunic,Blue
49951,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016,Casual,Hanes Men Black Knitted Lounge Pants,XL,UK,22,C:\ITE\Higher Nitec\Capstone\Image data\images\49951.jpg,49951.jpg,288,1,Cotton,Hanes Men Black Knitted Lounge Pants,Black
7202,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Jealous 21 Women Band With Blue Top,XL,USA,43,C:\ITE\Higher Nitec\Capstone\Image data\images\7202.jpg,7202.jpg,217,1,Poly-Cotton,Jealous 21 Women Band With Blue Top,Blue
50040,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual,Hanes Women White Concealing Petals Underwire Moulded Bra,XXL,UK,20,C:\ITE\Higher Nitec\Capstone\Image data\images\50040.jpg,50040.jpg,213,1,Wool,Hanes Women White Concealing Petals Underwire Moulded Bra,White
14102,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,Flying Machine Women Solid Brown Tops,L,Singapore,43,C:\ITE\Higher Nitec\Capstone\Image data\images\14102.jpg,14102.jpg,179,1,Poly-Cotton,Flying Machine Women Solid Brown Tops,Brown
20337,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011,Sports,Nike Men Solid Red Sweatshirt,XL,USA,92,C:\ITE\Higher Nitec\Capstone\Image data\images\20337.jpg,20337.jpg,52,3,Polyester,Nike Men Solid Red Sweatshirt,Red
44672,Women,Apparel,Topwear,Shirts,Blue,Winter,2013,Formal,Wills Lifestyle Women Blue Striped Formal Shirt,L,Vietnam,24,C:\ITE\Higher Nitec\Capstone\Image data\images\44672.jpg,44672.jpg,209,4,Poly-Cotton,Wills Lifestyle Women Blue Striped Formal Shirt,Blue
36252,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016,Casual,SDL by Sweet Dreams Men Black & Red Pyjama Set,XXL,Vietnam,69,C:\ITE\Higher Nitec\Capstone\Image data\images\36252.jpg,36252.jpg,211,2,Cotton,SDL by Sweet Dreams Men Black & Red Pyjama Set,Black
33720,Women,Apparel,Bottomwear,Leggings,Green,Fall,2012,Casual,Pieces Women Green Leggings,M,UK,28,C:\ITE\Higher Nitec\Capstone\Image data\images\33720.jpg,33720.jpg,85,5,Poly-Cotton,Pieces Women Green Leggings,Green
41300,Girls,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Gini and Jony Girls Polo Striped Blue T-shirt - 2,S,China,44,C:\ITE\Higher Nitec\Capstone\Image data\images\41300.jpg,41300.jpg,53,1,Cotton,Gini and Jony Girls Polo Striped Blue T-shirt,Green
18732,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Arrow Woman Ann Off White Top,L,China,97,C:\ITE\Higher Nitec\Capstone\Image data\images\18732.jpg,18732.jpg,105,1,Poly-Cotton,Arrow Woman Ann Off White Top,Off White
50881,Women,Apparel,Saree,Sarees,Black,Summer,2012,Ethnic,Prafful Women Black Crepe Sari,S,USA,97,C:\ITE\Higher Nitec\Capstone\Image data\images\50881.jpg,50881.jpg,53,2,Linen,Prafful Women Black Crepe Sari,Black
29849,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Basics Men Brown Trousers - 2,M,Vietnam,17,C:\ITE\Higher Nitec\Capstone\Image data\images\29849.jpg,29849.jpg,265,1,Cotton,Basics Men Brown Trousers,Brown
12208,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Basics Men Green Striped T-shirt,M,Singapore,53,C:\ITE\Higher Nitec\Capstone\Image data\images\12208.jpg,12208.jpg,169,3,Poly-Cotton,Basics Men Green Striped T-shirt,Green
26801,Men,Apparel,Topwear,Shirts,Purple,Summer,2015,Formal,Arrow Men Lavender Striped Shirt,S,Singapore,36,C:\ITE\Higher Nitec\Capstone\Image data\images\26801.jpg,26801.jpg,89,4,Cotton,Arrow Men Lavender Striped Shirt,Lavender
59302,Men,Apparel,Topwear,Shirts,Purple,Fall,2012,Casual,U.S. Polo Assn. Denim Co. Men Wine Shirt,S,UK,3,C:\ITE\Higher Nitec\Capstone\Image data\images\59302.jpg,59302.jpg,264,5,Poly-Cotton,U.S. Polo Assn. Denim Co. Men Wine Shirt,Purple
15811,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Facit Men Trophy BF Black Briefs,XL,Vietnam,66,C:\ITE\Higher Nitec\Capstone\Image data\images\15811.jpg,15811.jpg,218,1,Cotton,Facit Men Trophy BF Black Briefs,Black
38335,Girls,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Mr. Men Little Miss Girls Red Printed Top,XL,Singapore,1,C:\ITE\Higher Nitec\Capstone\Image data\images\38335.jpg,38335.jpg,187,1,Cotton,Mr. Men Little Miss Girls Red Printed Top,Red
59130,Men,Apparel,Topwear,Jackets,Black,Summer,2012,Casual,Just Natural Men Black Jacket - 3,XL,China,72,C:\ITE\Higher Nitec\Capstone\Image data\images\59130.jpg,59130.jpg,64,1,Cotton,Just Natural Men Black Jacket,Black
57896,Women,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Femella Women Off White Shorts,XL,Vietnam,22,C:\ITE\Higher Nitec\Capstone\Image data\images\57896.jpg,57896.jpg,269,1,Cotton,Femella Women Off White Shorts,Off White
24558,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Blue Printed Kurta - 2,XXL,USA,49,C:\ITE\Higher Nitec\Capstone\Image data\images\24558.jpg,24558.jpg,78,2,Linen,Vishudh Women Blue Printed Kurta,Blue
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Jealous 21 Women Checks Pink Shirt,S,Vietnam,76,C:\ITE\Higher Nitec\Capstone\Image data\images\9157.jpg,9157.jpg,81,3,Poly-Cotton,Jealous 21 Women Checks Pink Shirt,Pink
43698,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Doodle Boys Printed Yellow T-shirt - 2,XL,UK,29,C:\ITE\Higher Nitec\Capstone\Image data\images\43698.jpg,43698.jpg,100,3,Cotton,Doodle Boys Printed Yellow T-shirt,Yellow
18500,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men V.11 Cat White Tshirts,S,UK,94,C:\ITE\Higher Nitec\Capstone\Image data\images\18500.jpg,18500.jpg,297,5,Polyester,Puma Men V.11 Cat White Tshirts,White
17548,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Mark Taylor Men Grey & White Striped Shirt - 2,S,USA,11,C:\ITE\Higher Nitec\Capstone\Image data\images\17548.jpg,17548.jpg,127,3,Linen,Mark Taylor Men Grey & White Striped Shirt,Grey
12806,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Sports,Nike Men Zip Grey Sweatshirts,M,China,29,C:\ITE\Higher Nitec\Capstone\Image data\images\12806.jpg,12806.jpg,171,5,Polyester,Nike Men Zip Grey Sweatshirts,Grey
29247,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,ADIDAS Men Lakers Yellow Jersey,XXL,Vietnam,31,C:\ITE\Higher Nitec\Capstone\Image data\images\29247.jpg,29247.jpg,178,4,Nylon,ADIDAS Men Lakers Yellow Jersey,Yellow
38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,2012,Casual,Nike Men Orange & Charcoal Shorts,XXL,USA,52,C:\ITE\Higher Nitec\Capstone\Image data\images\38563.jpg,38563.jpg,152,1,Cotton,Nike Men Orange & Charcoal Shorts,Orange
53852,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Vishudh Women Pink Printed Kurta - 2,L,Singapore,41,C:\ITE\Higher Nitec\Capstone\Image data\images\53852.jpg,53852.jpg,119,2,Linen,Vishudh Women Pink Printed Kurta,Pink
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Printed Green Sari - 2,S,USA,51,C:\ITE\Higher Nitec\Capstone\Image data\images\52980.jpg,52980.jpg,142,5,Linen,FNF Printed Green Sari,Green
3009,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Lee Men Edward Black Shirt,S,Vietnam,38,C:\ITE\Higher Nitec\Capstone\Image data\images\3009.jpg,3009.jpg,278,3,Cotton,Lee Men Edward Black Shirt,Black
9533,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men Manus Shomest Adiumjsy Red Jerseys,XL,Singapore,15,C:\ITE\Higher Nitec\Capstone\Image data\images\9533.jpg,9533.jpg,76,2,Nylon,Nike Men Manus Shomest Adiumjsy Red Jerseys,Red
17910,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Sports,Nike Men Sptcas Black Sweatshirt,XL,Vietnam,85,C:\ITE\Higher Nitec\Capstone\Image data\images\17910.jpg,17910.jpg,63,3,Polyester,Nike Men Sptcas Black Sweatshirt,Black
29623,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,Indigo Nation Men Striped Lavender Shirt,M,USA,33,C:\ITE\Higher Nitec\Capstone\Image data\images\29623.jpg,29623.jpg,95,1,Cotton,Indigo Nation Men Striped Lavender Shirt,Lavender
23319,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Printed Kurta - 4,XL,China,2,C:\ITE\Higher Nitec\Capstone\Image data\images\23319.jpg,23319.jpg,78,3,Linen,W Women Brown Printed Kurta,Brown
18958,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,United Colors of Benetton Men Stripes Blue Sweater,S,Vietnam,22,C:\ITE\Higher Nitec\Capstone\Image data\images\18958.jpg,18958.jpg,256,5,Poly-Cotton,United Colors of Benetton Men Stripes Blue Sweater,Blue
54079,Women,Apparel,Topwear,Kurtis,Black,Summer,2012,Ethnic,Mumbai Slang Women Black Kurti,S,USA,24,C:\ITE\Higher Nitec\Capstone\Image data\images\54079.jpg,54079.jpg,286,4,Linen,Mumbai Slang Women Black Kurti,Black
48426,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt - 2,XXL,UK,4,C:\ITE\Higher Nitec\Capstone\Image data\images\48426.jpg,48426.jpg,49,1,Cotton,French Connection Men White Printed T-shirt,White
37719,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,John Players Men Polo Blue T-shirt,L,Singapore,58,C:\ITE\Higher Nitec\Capstone\Image data\images\37719.jpg,37719.jpg,244,3,Cotton,John Players Men Polo Blue T-shirt,Blue
